Number	Genename	Locus	Count	Xenbase_ID
gene9941	spcs3.L	chr1L	432311	XB-GENE-950773
gene9942	tram1.S	chr6S	398230	XB-GENE-17335142
gene9943	mtmr2.L	chr2L	108708743	XB-GENE-6489000
gene9944	glrx5.L	chr8L	734675	XB-GENE-972927
gene9945	rgs12.L	chr1L	108697864	XB-GENE-17340275
gene9946	LOC108705527	Scaffold138	108705527	
gene9947	atg2a.L	chr4L	108713886	XB-GENE-6486782
gene9948	tcp11l1.L	chr4L	444683	XB-GENE-6254592
gene9949	tmc5.L	chr9_10L	108701548	XB-GENE-6487151
gene9950	LOC108707852	chr2L	108707852	
gene9951	kansl1.S	chr6S	447282	XB-GENE-5760925
gene9952	cdk5r1.S	chr9_10S	108702549	
gene9953	apln.L	chr8L	100037249	XB-GENE-865152
gene9954	rab8b.S	chr3S	447070	XB-GENE-17332019
gene9955	tlk2.L	chr9_10L	108700867	XB-GENE-17341125
gene9956	timmdc1.L	chr2L	494845	XB-GENE-6255068
gene9957	gab2.S	chr2S	101027291	XB-GENE-17336174
gene9958	cmbl.L	chr6L	495096	XB-GENE-5806042
gene9959	hectd1.L	chr8L	108699233	XB-GENE-6486926
gene9960	rnf128.L	chr8L	779098	XB-GENE-6253090
gene9961	nf2.S	chr1S	446792	XB-GENE-984964
gene9962	nanos1.L	chr7L	397875	XB-GENE-6252322
gene9963	pabpn1l.S	chr4S	403372	XB-GENE-1000606
gene9964	myadm.L	chr7L	494734	XB-GENE-6255325
gene9965	vamp1.L	chr7L	495063	XB-GENE-6254529
gene9966	mettl7a.S	chr2S	496010	
gene9967	ubap1.L	chr1L	447438	XB-GENE-17333188
gene9968	aktip.S	chr4S	495128	XB-GENE-5735853
gene9969	LOC108703879	Scaffold22	108703879	
gene9970	immt.S	chr1S	733343	XB-GENE-989842
gene9971	LOC108709845	chr2S	108709845	
gene9972	ranbp1.S	chr1S	379454	XB-GENE-866013
gene9973	lysmd4.L	chr3L	447063	XB-GENE-6077965
gene9974	LOC108696827	chr7L	108696827	
gene9975	phactr3.S	chr9_10S	108702635	XB-GENE-17333480
gene9976	baz1a.L	chr8L	108699215	XB-GENE-17335175
gene9977	txlna.S	chr2S	779308	XB-GENE-992930
gene9978	LOC108704491	Scaffold36	108704491	
gene9979	fbn2.L	chr1L	108717258	XB-GENE-6488367
gene9980	kbtbd4.S	chr4S	108715222	XB-GENE-17344046
gene9981	gmps.L	chr5L	100380966	XB-GENE-950699
gene9982	abcb11.L	chr9_10L	108701845	
gene9983	LOC108701746	chr9_10L	108701746	
gene9984	c2orf44.L	chr5L	779139	XB-GENE-5729834
gene9985	loc100489456.L	chr9_10L	100137635	XB-GENE-5949555
gene9986	pon2.S	chr6S	432039	XB-GENE-17334438
gene9987	lingo3.L	chr1L	108712831	XB-GENE-17338621
gene9988	itgbl1.S	chr2S	108709747	XB-GENE-17342434
gene9989	stra8.L	Scaffold31	108704348	
gene9990	eya1.L	Scaffold52	399175	XB-GENE-479283
gene9991	krt5.7.S	chr2S	108709910	XB-GENE-17341386
gene9992	ubxn2a.S	chr5S	100144882	XB-GENE-6256099
gene9993	atoh8.S	chr1S	101027276	XB-GENE-17341301
gene9994	fam198b.S	chr1S	100381045	XB-GENE-6360290
gene9995	golgb1.S	chr3S	100137629	XB-GENE-965928
gene9996	pygm.S	chr5S	432134	XB-GENE-17336580
gene9997	prkd3.L	chr4L	108713955	XB-GENE-17340826
gene9998	sult1c4.S	Scaffold29	100126626	XB-GENE-6048110
gene9999	arv1.S	chr5S	108717824	XB-GENE-6489354
gene10000	LOC495506.S	chr8L	495506	XB-GENE-5831572
gene10001	prdm12.L	Scaffold46	379544	XB-GENE-953734
gene10002	mmel1.L	chr7L	108696635	XB-GENE-17345974
gene10003	clptm1l.S	chr6S	108720010	XB-GENE-6488767
gene10004	rftn1.L	chr6L	108718916	XB-GENE-17341866
gene10005	LOC108715047	chr4S	108715047	
gene10006	supt16h.L	chr1L	733160	XB-GENE-17341778
gene10007	gpr143.S	chr2S	444242	XB-GENE-17335830
gene10008	naa60.L	chr9_10L	108701639	XB-GENE-6489380
gene10009	cpeb3.S	chr7S	108697402	
gene10010	acer3.S	chr2S	495272	XB-GENE-994453
gene10011	ccdc108.L	chr9_10L	108701297	
gene10012	aldh3b2.L	chr3L	108711844	XB-GENE-6487096
gene10013	LOC108700933	chr9_10L	108700933	
gene10014	tm4sf4.S	chr5S	734684	
gene10015	atpif1.S	chr2S	108709561	XB-GENE-17340382
gene10016	exosc6.L	chr4L	108714148	XB-GENE-6485762
gene10017	ptpn1.S	chr9_10S	108702596	XB-GENE-17340783
gene10018	LOC108711278	chr3L	108711278	
gene10019	tgfbrap1.L	chr2L	108708414	XB-GENE-6486558
gene10020	phax.L	chr1L	734641	XB-GENE-17344921
gene10021	rabgap1l.S	chr4S	734990	XB-GENE-864994
gene10022	arf1.S	chr9_10S	108702570	XB-GENE-17330826
gene10023	scnm1.L	chr8L	734762	XB-GENE-921398
gene10024	rab29.S	chr2S	444110	XB-GENE-6255969
gene10025	pik3r2.L	chr1L	108713027	XB-GENE-17331166
gene10026	rab38.L	chr2L	108708761	XB-GENE-17346768
gene10027	dnajc10.L	chr9_10L	108701402	XB-GENE-17344041
gene10028	ppm1g.L	chr5L	108716066	XB-GENE-17344718
gene10029	nxpe3.S	chr2S	108709666	XB-GENE-6486790
gene10030	alx1.L	chr3L	373650	XB-GENE-866461
gene10031	papss1.S	chr1S	446649	XB-GENE-17332831
gene10032	MGC130869	chr7L	735208	XB-GENE-995389
gene10033	angpt4.L	chr3L	108711059	
gene10034	ocel1.L	chr1L	108695299	XB-GENE-17337073
gene10035	aloxe3.L	chr2L	108708795	XB-GENE-6033456
gene10036	frat1.S	chr6S	398043	XB-GENE-865735
gene10037	glrx3.L	chr7L	495269	XB-GENE-17334951
gene10038	tmem131.S	chr2S	108708963	XB-GENE-6486992
gene10039	LOC108698999	chr8L	108698999	
gene10040	MGC53694	chr6L	379184	
gene10041	psat1.L	chr1L	494700	XB-GENE-1016019
gene10042	trmt61b.L	chr5L	108716504	XB-GENE-6486941
gene10043	cdkl1.S	chr8S	108699794	XB-GENE-17344648
gene10044	usp15.L	chr3L	108711110	XB-GENE-6485932
gene10045	atp6ap1.2.S	chr8S	398013	XB-GENE-997191
gene10046	rbm45.S	chr9_10S	379782	XB-GENE-987240
gene10047	npy.S	chr6S	397763	XB-GENE-942364
gene10048	stk36.L	chr9_10L	108701710	XB-GENE-6486046
gene10049	efemp2.L	chr4L	108713939	XB-GENE-6486418
gene10050	flt1.S	chr2S	379546	XB-GENE-17342210
gene10051	LOC108711068	chr3L	108711068	
gene10052	znf385b.S	chr9_10S	108703019	XB-GENE-17334600
gene10053	tspan6.L	chr8L	108698419	XB-GENE-17344739
gene10054	ttc5.L	chr1L	431931	XB-GENE-1001737
gene10055	dusp8.S	chr7S	108697834	XB-GENE-17331766
gene10056	parn.L	chr9_10L	394409	XB-GENE-1003109
gene10057	cuedc1.L	chr2L	379375	XB-GENE-993594
gene10058	LOC108714295	chr4L	108714295	XB-GENE-17340700
gene10059	cryba4.L	chr1L	108715803	
gene10060	rsg1.L	chr7L	108696835	XB-GENE-17340439
gene10061	hif1an.S	chr7S	432095	XB-GENE-966949
gene10062	ntm.S	chr7S	108697543	XB-GENE-17335273
gene10063	uts2r.S	chr9_10S	108702833	XB-GENE-17330523
gene10064	LOC733441.L	Scaffold71	733441	XB-GENE-6078815
gene10065	pacs1.L	chr4L	108713958	XB-GENE-17336657
gene10066	casd1.S	chr6S	108719904	XB-GENE-6488541
gene10067	LOC108708672	chr2L	108708672	
gene10068	med13l.S	chr1S	108707070	XB-GENE-17340290
gene10069	tmem57.S	chr2S	100381075	XB-GENE-5804875
gene10070	hoxc12.L	chr2L	378639	XB-GENE-6252388
gene10071	dlx4.L	chr9_10L	108700825	XB-GENE-17342472
gene10072	vac14.L	chr4L	447315	XB-GENE-975924
gene10073	rhog-like.1.L	chr8L	108698324	
gene10074	adck3.S	chr5S	100037137	XB-GENE-946120
gene10075	eif2b1.L	chr1L	414553	XB-GENE-972477
gene10076	ptn.L	Scaffold31	444715	XB-GENE-865472
gene10077	osbpl2.S	chr9_10S	398688	XB-GENE-17340977
gene10078	LOC108714666	chr4L	108714666	
gene10079	ppp1r14a.L	chr8L	447728	XB-GENE-6253400
gene10080	hgfac.L	chr1L	108697902	XB-GENE-6488461
gene10081	LOC108708443	chr2L	108708443	
gene10082	sun1.L	chr9_10L	733164	XB-GENE-995956
gene10083	dhcr24.L	chr4L	444688	XB-GENE-17344732
gene10084	LOC108711691	chr3L	108711691	
gene10085	shq1.L	chr4L	100174802	XB-GENE-5820266
gene10086	pc.S	chr4S	108715122	
gene10087	LOC108696896	chr7L	108696896	
gene10088	frmd8.L	chr4L	379363	XB-GENE-6079145
gene10089	chaf1a.S	chr1S	733264	XB-GENE-1001158
gene10090	taf5l.S	chr5S	734892	XB-GENE-17344630
gene10091	myrip.S	Scaffold85	108705263	XB-GENE-17339456
gene10092	zswim3.L	chr9_10L	108701040	
gene10093	abcf1.L	chr8L	447467	XB-GENE-993171
gene10094	mybl2.L	Scaffold41	108704610	XB-GENE-17345304
gene10095	LOC108707880	chr2L	108707880	
gene10096	krt17.L	chr9_10L	495266	XB-GENE-865963
gene10097	nptx1.L	chr9_10L	100049154	XB-GENE-989883
gene10098	trappc3l.L	chr5L	108716813	XB-GENE-17337753
gene10099	LOC108718492	chr6L	108718492	
gene10100	strada.L	chr9_10L	108700855	XB-GENE-17340297
gene10101	wnt5b.L	Scaffold39	108704582	XB-GENE-17337117
gene10102	rnf10.S	chr1S	734904	XB-GENE-866563
gene10103	hmgb3.L	chr8L	380277	XB-GENE-17337468
gene10104	pdgfra.L	chr1L	380245	XB-GENE-6072934
gene10105	mab21l3.S	chr2S	444318	XB-GENE-6255400
gene10106	mfsd5.S	chr2S	100158364	XB-GENE-967136
gene10107	atp5c1.S	chr3S	414720	XB-GENE-17338808
gene10108	fank1.L	chr7L	108696122	XB-GENE-17340417
gene10109	med8.S	chr4S	446776	XB-GENE-17332068
gene10110	ndufa8.S	chr8S	108700031	XB-GENE-17342755
gene10111	rab11a.L	chr3L	108711498	XB-GENE-17337370
gene10112	polr1a.L	chr1L	398274	XB-GENE-1005163
gene10113	thdl17.L	chr2L	394298	XB-GENE-6254660
gene10114	secisbp2.L	chr1L	108714851	XB-GENE-6487375
gene10115	gabrb2.L	chr3L	108710851	
gene10116	cyp2r1.S	chr4S	108715308	XB-GENE-17345239
gene10117	pde4d-like.S	Scaffold33	108704431	
gene10118	LOC108711247	chr3L	108711247	
gene10119	cfap45.L	chr8L	444730	XB-GENE-17343153
gene10120	esrrgr.L	chr8L	108698610	XB-GENE-17337372
gene10121	LOC108704637	Scaffold42	108704637	
gene10122	rbsn.L	chr4L	108714647	XB-GENE-17330070
gene10123	LOC108706708	chr1S	108706708	
gene10124	prkcb.S	chr9_10S	108703204	
gene10125	pmm2.S	chr4S	444370	XB-GENE-6255380
gene10126	nktr.S	chr6S	108719807	XB-GENE-6486178
gene10127	MGC68875	chr7S	379686	
gene10128	pip4k2b.S	chr6S	108719862	
gene10129	meis3.L	chr8L	398093	XB-GENE-6252025
gene10130	LOC108695521	chr6S	108695521	
gene10131	cenpj.L	chr2L	108707574	XB-GENE-6486084
gene10132	eif3g.S	chr3S	446311	XB-GENE-6251503
gene10133	upk1a.L	chr7L	446563	XB-GENE-5940464
gene10134	msh2.L	chr5L	595045	XB-GENE-977522
gene10135	pkig.L	chr9_10L	108700882	XB-GENE-6487359
gene10136	nit1.S	chr8S	398178	XB-GENE-975431
gene10137	cck.L	chr6L	378612	XB-GENE-865926
gene10138	pla2g1b.L	chr1L	108697099	
gene10139	myh6.L	chr1L	108714867	XB-GENE-17333359
gene10140	gstm1.L	chr2S	380534	XB-GENE-971390
gene10141	rasa4.S	chr2S	108709622	XB-GENE-17345065
gene10142	serbp1.L	chr4S	379987	XB-GENE-866335
gene10143	LOC108710966	chr3L	108710966	
gene10144	trim14.S	Scaffold21	108703723	XB-GENE-6487145
gene10145	LOC108715679	chr4S	108715679	
gene10146	mtfr1l.L	chr2L	444181	XB-GENE-5771549
gene10147	scml2.S	chr2S	735037	XB-GENE-6043752
gene10148	dennd5a.L	chr4L	108713446	
gene10149	nsun4.S	chr4S	496225	XB-GENE-948194
gene10150	kissr1b.L	chr1L	108714648	
gene10151	irf1.L	chr3L	398826	XB-GENE-6255163
gene10152	sox3.L	chr8L	398329	XB-GENE-17345032
gene10153	unknown.S	chr1S	443948	XB-GENE-5909961
gene10154	fbxl7.L	chr6L	108719079	XB-GENE-17339968
gene10155	fntb.S	chr8S	108699724	XB-GENE-17346745
gene10156	marveld2.L	chr1L	108717679	XB-GENE-17330630
gene10157	tesk2.S	chr4S	108715561	XB-GENE-6488352
gene10158	serpine1.L	chr3L	779433	XB-GENE-969642
gene10159	LOC108716071	chr5L	108716071	
gene10160	lamtor2.S	chr8S	379741	XB-GENE-6254952
gene10161	rela.L	chr4L	394353	XB-GENE-946512
gene10162	hat1.L	chr9_10L	447734	XB-GENE-952151
gene10163	march4.L	chr9_10L	108701829	XB-GENE-17345009
gene10164	sbk1.L	chr7L	108696647	
gene10165	masp1.S	chr5S	398413	XB-GENE-984458
gene10166	uxs1.S	chr2S	108709697	XB-GENE-17342224
gene10167	LOC108704636	Scaffold42	108704636	
gene10168	cyp2e1.L	chr5L	432304	XB-GENE-6466062
gene10169	fam162a.L	chr8L	100158316	XB-GENE-6252948
gene10170	hp1bp3.L	Scaffold72	108705064	XB-GENE-17337437
gene10171	fut4.L	chr2L	100337596	XB-GENE-5772172
gene10172	cdc14a.L	chr4L	403393	XB-GENE-960626
gene10173	slc7a7.S	chr1S	108707028	XB-GENE-17334187
gene10174	LOC108703769	Scaffold22	108703769	
gene10175	disp1.L	chr5L	108716474	XB-GENE-17342617
gene10176	aifm3.L	chr1L	394337	XB-GENE-5763112
gene10177	macc1.S	chr6S	108719917	XB-GENE-17342565
gene10178	araf.S	chr8S	399056	XB-GENE-6254640
gene10179	c1qtnf4.L	chr4L	108713795	XB-GENE-17344075
gene10180	trim23.S	chr1S	446659	XB-GENE-984758
gene10181	ccpg1.L	chr3L	108711377	XB-GENE-6486812
gene10182	rnpep.S	chr2S	443974	XB-GENE-17336400
gene10183	LOC108696737	chr7L	108696737	
gene10184	LOC108702167	chr9_10S	108702167	
gene10185	mgp.L	chr4L	373621	XB-GENE-6068889
gene10186	pik3r6.L	chr9_10L	108701183	XB-GENE-6487567
gene10187	polrmt.L	chr1L	394312	XB-GENE-5893279
gene10188	ermp1.L	chr1L	398673	XB-GENE-984736
gene10189	MGC147419.S	Scaffold21	431839	
gene10190	exoc1.S	chr1S	108704259	XB-GENE-6485920
gene10191	elovl3.S	chr7S	108697499	
gene10192	rnf144b.L	chr6L	108719149	XB-GENE-17330819
gene10193	LOC108708666	chr2L	108708666	
gene10194	fgf7.L	chr3L	734697	XB-GENE-865772
gene10195	atf1.S	chr2S	779184	XB-GENE-17338695
gene10196	spag7.L	chr3L	100049130	XB-GENE-6255218
gene10197	LOC108699606	chr8L	108699606	
gene10198	tep1.L	chr1L	108715203	XB-GENE-6486657
gene10199	LOC108699308	chr8L	108699308	
gene10200	zdhhc8.S	chr1S	494983	XB-GENE-976029
gene10201	dpp10.L	chr9_10L	432175	XB-GENE-5846776
gene10202	LOC100301958	chr6L	100301958	
gene10203	c1orf127.L	chr7L	108696361	XB-GENE-11536278
gene10204	mypn.L	chr7L	108696202	XB-GENE-6486837
gene10205	lrrc23.S	chr7S	108697337	XB-GENE-6488583
gene10206	slc2a9.L	Scaffold4994	100158398	XB-GENE-5883716
gene10207	edem1.L	chr4L	100049149	XB-GENE-866212
gene10208	LOC108696333	chr7L	108696333	
gene10209	ift57.S	chr2S	100137649	XB-GENE-999094
gene10210	LOC108695671	chr1L	108695671	
gene10211	ubl7.S	chr3S	379579	XB-GENE-955346
gene10212	mrto4.L	chr7L	379539	XB-GENE-6077994
gene10213	LOC108704571	Scaffold39	108704571	
gene10214	ankrd63.L	chr8L	108699253	XB-GENE-6486189
gene10215	klhl18.L	chr6L	446615	XB-GENE-5759426
gene10216	sec11c.L	chr1L	108718429	XB-GENE-17332508
gene10217	vcpip1.L	chr6L	108719278	XB-GENE-17332775
gene10218	usp44.S	chr3S	495110	XB-GENE-6254317
gene10219	LOC108703809	Scaffold22	108703809	
gene10220	rpap3.L	chr3L	414472	XB-GENE-5779079
gene10221	LOC108707568	chr2L	108707568	
gene10222	fbxo41.L	chr1L	108697515	XB-GENE-6488839
gene10223	rpa1.L	chr2L	397937	XB-GENE-945055
gene10224	cryge	chr9_10S	446323	
gene10225	loc548390.S	chr6S	379157	XB-GENE-5872479
gene10226	pfkm.L	chr2L	108708618	XB-GENE-17335184
gene10227	fgfbp2.L	chr1L	100381073	XB-GENE-1013319
gene10228	mtap.L	chr1L	735090	XB-GENE-971782
gene10229	pdha1.L	chr2L	446473	XB-GENE-952676
gene10230	LOC108701272	chr9_10L	108701272	
gene10231	fggy.L	chr4L	447059	XB-GENE-5811020
gene10232	LOC108711198	chr1L	108711198	
gene10233	LOC108697800	chr7S	108697800	
gene10234	ate1.S	chr7S	432192	XB-GENE-17345403
gene10235	LOC108707524	chr2L	108707524	
gene10236	c17orf53.S	chr9_10S	108702179	XB-GENE-17339461
gene10237	gtf3c6.L	chr4L	444020	XB-GENE-6079004
gene10238	rpl34.S	chr1S	447134	XB-GENE-17345449
gene10239	tcf7.S	chr3S	398658	XB-GENE-855470
gene10240	adprhl1.S	chr2S	446626	XB-GENE-989263
gene10241	LOC108702863	chr9_10S	108702863	
gene10242	xylt1.L	chr9_10L	444363	XB-GENE-949402
gene10243	sept6.L	chr8L	446883	XB-GENE-958433
gene10244	kcne5.S	chr8S	108700101	XB-GENE-17343710
gene10245	actr3.S	chr9_10S	380084	XB-GENE-5915333
gene10246	myf5.L	chr3L	397960	XB-GENE-866267
gene10247	odf3.L	chr3L	379057	XB-GENE-6079195
gene10248	trmt10b.S	chr1S	108706928	XB-GENE-17330670
gene10249	mtss1.2.S	chr9_10S	431867	XB-GENE-17335669
gene10250	stab2.L	chr3L	108711025	XB-GENE-6489248
gene10251	pkd2.L	chr1L	108711015	XB-GENE-17342095
gene10252	LOC108701441	chr9_10L	108701441	
gene10253	gstt1-like.2.L	chr1L	779251	XB-GENE-980735
gene10254	ltb.L	chr8L	108698940	XB-GENE-6489210
gene10255	atp2c2.L	chr4L	108714077	XB-GENE-17332693
gene10256	ms4a1.L	chr7L	108697012	
gene10257	star.S	chr3S	735015	XB-GENE-17331783
gene10258	med13l.L	chr1L	108715528	XB-GENE-6487556
gene10259	tpte2.L	chr2L	735146	XB-GENE-1015887
gene10260	slc13a4.S	chr4S	379374	XB-GENE-6256073
gene10261	kdelr3.L	chr4L	379453	XB-GENE-865837
gene10262	ube2j1.L	chr5L	100049091	XB-GENE-6255502
gene10263	elavl1.L	chr1L	399292	XB-GENE-6254178
gene10264	slc4a9.L	chr3L	108710906	XB-GENE-6489344
gene10265	abhd15.L	chr2L	108708024	XB-GENE-17345079
gene10266	gzmh.S	chr1S	494802	XB-GENE-5954135
gene10267	rnf13.L	chr5L	399073	XB-GENE-954777
gene10268	loc100492168.L	chr7L	100127319	XB-GENE-6252433
gene10269	bcl2l2.L	chr1L	444156	XB-GENE-992432
gene10270	ccr4.L	chr3L	495969	XB-GENE-1010852
gene10271	sema3c.S	chr3S	495257	XB-GENE-1014805
gene10272	vps53.S	chr2S	108709635	XB-GENE-17331151
gene10273	ncan.L	chr1L	108713422	
gene10274	rab1a.S	chr5S	108717623	XB-GENE-17344267
gene10275	rev1.S	chr2S	431964	XB-GENE-968200
gene10276	LOC108704005	Scaffold24	108704005	
gene10277	aga.L	chr1L	496249	XB-GENE-1001623
gene10278	arl1.L	chr3L	444239	XB-GENE-961339
gene10279	LOC100158299	chr6L	100158299	
gene10280	LOC108700371	chr8S	108700371	
gene10281	sh2d6.L	chr3L	108711572	XB-GENE-17339603
gene10282	LOC108702739	chr9_10S	108702739	
gene10283	sgsm2.L	chr2L	108708040	
gene10284	sppl2b.L	chr1L	108719809	XB-GENE-17336460
gene10285	nme5.L	chr3L	447618	XB-GENE-951093
gene10286	fbxo3.S	chr4S	447066	XB-GENE-6254566
gene10287	sox10.S	chr4S	108715787	XB-GENE-17343488
gene10288	klhdc9.L	chr8L	108699459	XB-GENE-17329982
gene10289	LOC108709478	chr2S	108709478	
gene10290	krt13.L	chr9_10L	108701974	XB-GENE-17343591
gene10291	spata13.S	chr2S	108709967	
gene10292	ppp1r15a.S	chr7S	108697799	
gene10293	LOC108716250	chr5L	108716250	
gene10294	klhl40.L	chr6L	108718701	XB-GENE-17332155
gene10295	dpp10.S	chr9_10S	108702872	XB-GENE-17345236
gene10296	cst3.L	chr5L	733234	XB-GENE-5873284
gene10297	c7orf62.L	chr9_10L	108701646	XB-GENE-6488230
gene10298	ascl2.L	chr7L	373660	XB-GENE-6252875
gene10299	naf1.L	chr1L	108699122	XB-GENE-6486408
gene10300	ttbk2.L	chr8L	108699183	XB-GENE-17341234
gene10301	kcnj8.S	chr3S	100526745	XB-GENE-11536222
gene10302	LOC108715858	chr4S	108715858	XB-GENE-17342665
gene10303	acat1.S	chr2S	444457	XB-GENE-17333679
gene10304	slc35e3.S	chr3S	108713152	XB-GENE-17335428
gene10305	atp6v0a4.L	Scaffold31	398897	XB-GENE-866232
gene10306	pard3.L	chr6L	108718759	XB-GENE-17335900
gene10307	kif22.S	Scaffold29	100337510	XB-GENE-979894
gene10308	LOC108719307	chr1L	108719307	
gene10309	cln8.L	chr5L	447336	XB-GENE-952654
gene10310	stat6.L	chr2L	495683	XB-GENE-865048
gene10311	LOC100126638	chr4L	100126638	
gene10312	psmd2.L	chr5L	398371	XB-GENE-17338313
gene10313	rpl18a.S	chr3S	779107	XB-GENE-5775291
gene10314	faf1.L	chr4L	432299	XB-GENE-940899
gene10315	rad9b.L	chr1L	496251	XB-GENE-990520
gene10316	aldh7a1.L	chr1L	447522	XB-GENE-866115
gene10317	mxra8.S	chr7S	379565	XB-GENE-921685
gene10318	bcl3.L	chr7L	108696720	
gene10319	myos.L	chr7L	100037250	XB-GENE-1214873
gene10320	cct6a.S	chr2S	444509	XB-GENE-987469
gene10321	sssca1.L	chr4L	444337	XB-GENE-17342583
gene10322	LOC108704499	Scaffold36	108704499	
gene10323	nprl3.L	chr9_10L	398836	XB-GENE-5818963
gene10324	LOC446289	chr8S	446289	
gene10325	mark1.L	chr5L	108716465	XB-GENE-17344374
gene10326	elf5l.L	chr7L	108696726	
gene10327	LOC108713712	chr4L	108713712	
gene10328	psmc3ip.L	Scaffold30	494783	XB-GENE-987673
gene10329	tstd2.S	chr1S	100137641	XB-GENE-1015859
gene10330	isoc1.L	chr1L	495931	XB-GENE-6253024
gene10331	LOC108702343	chr9_10S	108702343	
gene10332	tcp11l2.L	chr3L	108711003	XB-GENE-17335785
gene10333	slc35e1.L	chr1L	446576	XB-GENE-996459
gene10334	LOC108717807	chr5S	108717807	
gene10335	stx18.L	chr1L	734740	XB-GENE-961840
gene10336	gria3.S	chr8S	108700073	XB-GENE-17339788
gene10337	ttc9b.L	chr8L	108698606	XB-GENE-6488054
gene10338	znf407.S	chr6S	108695219	XB-GENE-6253252
gene10339	fam26f.L	chr5L	100037121	XB-GENE-991403
gene10340	rassf10.L	chr4L	100141316	XB-GENE-5915054
gene10341	dcdc2b.L	chr2L	100381138	XB-GENE-5892142
gene10342	c9orf85.L	chr1L	108714497	XB-GENE-6486961
gene10343	snrnp25.S	chr9_10S	398918	XB-GENE-991387
gene10344	gpbp1l1.L	chr4L	733322	XB-GENE-941043
gene10345	stac3.L	chr2L	108708586	XB-GENE-6488662
gene10346	LOC108699547	chr8L	108699547	
gene10347	cdh5.L	chr4L	108714050	XB-GENE-17335523
gene10348	icmt.S	chr7S	397717	XB-GENE-6068654
gene10349	slc4a1.L	chr9_10L	443978	XB-GENE-986936
gene10350	c8b.L	chr4L	108714245	XB-GENE-6488069
gene10351	cyyr1.L	chr2L	496347	XB-GENE-866575
gene10352	lcmt1.S	chr9_10S	108703202	XB-GENE-17343351
gene10353	rassf8.L	chr3L	100125669	XB-GENE-994904
gene10354	ufd1l.S	chr1S	399034	XB-GENE-963692
gene10355	gsc.S	chr8S	397748	XB-GENE-864870
gene10356	MGC108429.L	chr8L	398639	XB-GENE-5783455
gene10357	sgpp2.L	chr5L	100036888	XB-GENE-6256143
gene10358	c1qtnf1.S	chr9_10S	108703219	XB-GENE-17340159
gene10359	fkbp8.L	chr1L	495188	XB-GENE-958354
gene10360	mrpl28.L	chr9_10L	447374	XB-GENE-6253990
gene10361	LOC108719502	chr6L	108719502	
gene10362	prpf31.L	chr7L	108696672	XB-GENE-17336199
gene10363	kiaa1328.L	chr1L	108695910	XB-GENE-17345017
gene10364	LOC108700791	chr9_10L	108700791	
gene10365	fam63a.L	chr8L	443623	XB-GENE-5884931
gene10366	LOC108709949	chr2S	108709949	
gene10367	LOC108711671	chr3L	108711671	
gene10368	lgalsl.L	chr5L	446630	XB-GENE-957372
gene10369	LOC108698550	chr8L	108698550	XB-GENE-5827650
gene10370	gpt2.S	chr6S	108695476	XB-GENE-17346539
gene10371	klhl20.S	chr4S	108715672	XB-GENE-17340223
gene10372	lmo4.1.S	chr4S	447751	XB-GENE-6486208
gene10373	wdfy2.S	chr2S	108709928	XB-GENE-17333081
gene10374	yrdc.L	chr2L	398509	XB-GENE-5744347
gene10375	mcam.L	chr7L	108696432	
gene10376	lrrc14.L	chr6L	447755	XB-GENE-5844993
gene10377	thumpd1.L	chr9_10L	108701535	XB-GENE-17333539
gene10378	znf33a.L	chr6L	734594	XB-GENE-6255880
gene10379	ifnar1.S	chr2S	108709230	
gene10380	tom1.S	chr4S	446561	XB-GENE-5834979
gene10381	mettl21ep.L	chr2L	108708469	XB-GENE-6486980
gene10382	rnf8.L	chr5L	431911	XB-GENE-5914276
gene10383	fau.L	chr4L	734668	XB-GENE-6074121
gene10384	dirc2.L	chr9_10L	444251	XB-GENE-865779
gene10385	wasf3.L	chr2L	108708712	XB-GENE-17330162
gene10386	stx5.S	chr4S	108715142	XB-GENE-17338026
gene10387	mcmdc2.L	chr6L	108719269	XB-GENE-6488408
gene10388	LOC108697819	chr7S	108697819	
gene10389	mpp5.L	chr8L	443569	XB-GENE-978293
gene10390	selplg.S	chr1S	108707073	
gene10391	pfkfb4.S	chr4S	432000	XB-GENE-6256300
gene10392	ifit1	chr7S	495383	XB-GENE-989580
gene10393	LOC733382.L	chr8L	733382	XB-GENE-5960373
gene10394	ccdc17.L	chr4L	108714263	XB-GENE-6487607
gene10395	LOC108701691	chr9_10L	108701691	
gene10396	tmco3.L	chr2L	108708447	XB-GENE-6486433
gene10397	tal1.L	chr4L	108714298	XB-GENE-17340145
gene10398	siva1.S	chr8S	100049128	XB-GENE-17341330
gene10399	mob2.2.S	chr7S	100036848	XB-GENE-5751847
gene10400	slc9a5.L	chr4L	108714139	
gene10401	LOC108703157	chr9_10S	108703157	
gene10402	LOC108718537	chr6L	108718537	
gene10403	cops2.S	chr3S	108712905	XB-GENE-17345417
gene10404	agtrap.L	chr7L	734546	XB-GENE-6255894
gene10405	ltk.S	chr8S	108699739	
gene10406	cacng6.L	chr7L	108696779	
gene10407	slc41a3.S	chr4S	108715871	XB-GENE-17330646
gene10408	pag1.L	chr6L	446514	XB-GENE-5852205
gene10409	rgp1.L	chr1L	443940	XB-GENE-997636
gene10410	rpl39.S	chr8S	734672	XB-GENE-6255573
gene10411	ubl3.S	chr2S	444333	XB-GENE-951601
gene10412	LOC108716391	chr5L	108716391	
